N,p,seed,number_of_shortcuts,status,total_spikes,last_spike_time,late_spikes,runtime_seconds
250,0.275,49,69,FAILURE,251,27.0,0,6.717956300009973
250,0.275,48,69,FAILURE,250,25.0,0,6.748329799971543
250,0.275,52,69,FAILURE,251,28.0,0,6.663941900013015
250,0.275,51,69,FAILURE,251,28.0,0,6.730804200051352
250,0.275,53,69,FAILURE,250,29.0,0,6.702857199939899
250,0.275,54,69,FAILURE,250,25.0,0,6.667846200056374
250,0.275,55,69,FAILURE,250,32.0,0,6.450397100066766
250,0.275,59,69,FAILURE,250,31.0,0,6.433902399963699
250,0.275,56,69,FAILURE,251,34.0,0,6.568722299998626
250,0.275,63,69,FAILURE,253,33.0,0,6.705354699981399
250,0.275,60,69,FAILURE,251,35.0,0,6.739944899920374
250,0.275,62,69,FAILURE,252,26.0,0,6.722093900083564
250,0.275,61,69,FAILURE,252,31.0,0,6.766218799981289
250,0.275,57,69,FAILURE,251,28.0,0,6.870148699963465
250,0.275,64,69,FAILURE,251,28.0,0,6.794269299949519
250,0.275,58,69,FAILURE,251,33.0,0,6.963848199928179
250,0.275,65,69,FAILURE,250,32.0,0,6.875727199949324
250,0.275,67,69,FAILURE,250,27.0,0,6.72782389994245
250,0.275,66,69,FAILURE,250,28.0,0,6.858144499943592
250,0.275,68,69,FAILURE,250,30.0,0,6.7352022000122815
250,0.275,72,69,FAILURE,250,38.0,0,6.607021800009534
250,0.275,73,69,FAILURE,251,26.0,0,6.588337099994533
250,0.275,70,69,FAILURE,250,30.0,0,6.7327477999497205
250,0.275,74,69,FAILURE,252,30.0,0,6.620196299976669
250,0.275,71,69,FAILURE,251,31.0,0,6.80119189992547
250,0.275,69,69,FAILURE,251,35.0,0,6.819848000071943
250,0.275,75,69,FAILURE,250,34.0,0,6.809413800016046
250,0.275,76,69,FAILURE,250,28.0,0,6.817187700071372
250,0.275,77,69,FAILURE,250,27.0,0,6.757660899893381
250,0.275,78,69,FAILURE,252,28.0,0,6.806835400057025
250,0.275,79,69,FAILURE,250,35.0,0,6.785982400062494
250,0.275,81,69,FAILURE,250,38.0,0,6.763178699999116
250,0.275,80,69,FAILURE,250,32.0,0,6.790728599997237
250,0.275,83,69,FAILURE,250,30.0,0,6.720016599982046
250,0.275,84,69,FAILURE,252,30.0,0,6.733162499964237
250,0.275,85,69,FAILURE,252,35.0,0,6.730797700001858
250,0.275,82,69,FAILURE,250,25.0,0,6.812978100031614
250,0.275,86,69,FAILURE,250,28.0,0,6.823992799967527
250,0.275,87,69,FAILURE,251,29.0,0,6.791632000007667
250,0.275,88,69,FAILURE,251,30.0,0,6.452475699945353
250,0.275,89,69,FAILURE,262,43.0,0,6.401173299993388
250,0.275,90,69,FAILURE,251,29.0,0,6.610102199949324
250,0.275,96,69,FAILURE,250,30.0,0,6.445814299979247
250,0.275,92,69,FAILURE,256,24.0,0,6.710718799964525
250,0.275,91,69,FAILURE,251,28.0,0,6.859242200036533
250,0.275,94,69,FAILURE,251,26.0,0,6.805029499926604
250,0.275,93,69,FAILURE,251,32.0,0,6.96950659994036
250,0.275,97,69,FAILURE,250,30.0,0,6.658191000111401
250,0.275,95,69,FAILURE,250,30.0,0,6.964502300019376
250,0.275,98,69,FAILURE,251,31.0,0,6.876708399970084
250,0.275,99,69,FAILURE,251,30.0,0,3.2421654000645503
250,0.3,7,75,FAILURE,250,25.0,0,6.407914900104515
250,0.3,10,75,FAILURE,251,28.0,0,6.449215000029653
250,0.3,1,75,FAILURE,251,25.0,0,6.544138800003566
250,0.3,0,75,FAILURE,250,27.0,0,6.579999899957329
250,0.3,6,75,FAILURE,250,27.0,0,6.571177099947818
250,0.3,4,75,FAILURE,250,29.0,0,6.594193800003268
250,0.3,8,75,FAILURE,252,28.0,0,6.630124900024384
250,0.3,5,75,FAILURE,256,36.0,0,6.678027500049211
250,0.3,2,75,FAILURE,250,26.0,0,6.7064455000218
250,0.3,9,75,FAILURE,251,28.0,0,6.668868700042367
250,0.3,3,75,FAILURE,250,25.0,0,6.719643499935046
250,0.3,11,75,FAILURE,250,30.0,0,6.780562500003725
250,0.3,14,75,FAILURE,250,30.0,0,6.876793100032955
250,0.3,12,75,FAILURE,251,33.0,0,6.926110700005665
250,0.3,17,75,FAILURE,250,28.0,0,6.767860800027847
250,0.3,21,75,FAILURE,250,29.0,0,6.725570000009611
250,0.3,18,75,FAILURE,251,29.0,0,6.749816600000486
250,0.3,13,75,FAILURE,250,25.0,0,6.9141806999687105
250,0.3,16,75,FAILURE,250,27.0,0,6.84506079996936
250,0.3,15,75,FAILURE,250,28.0,0,6.878092200029641
250,0.3,20,75,FAILURE,251,28.0,0,6.811742900055833
250,0.3,19,75,FAILURE,252,28.0,0,6.877713900059462
250,0.3,22,75,FAILURE,252,34.0,0,6.296998400008306
250,0.3,25,75,FAILURE,250,28.0,0,6.301775300060399
250,0.3,30,75,FAILURE,251,30.0,0,6.302634100080468
250,0.3,24,75,FAILURE,254,35.0,0,6.362767999991775
250,0.3,23,75,FAILURE,251,26.0,0,6.366732900030911
250,0.3,28,75,FAILURE,252,26.0,0,6.351492900052108
250,0.3,27,75,FAILURE,250,31.0,0,6.391229899949394
250,0.3,29,75,FAILURE,251,30.0,0,6.440006099990569
250,0.3,31,75,FAILURE,252,27.0,0,6.385133399977349
250,0.3,32,75,FAILURE,254,31.0,0,6.353164100088179
250,0.3,26,75,FAILURE,253,30.0,0,6.511330300010741
250,0.3,33,75,FAILURE,252,25.0,0,6.227575300028548
250,0.3,37,75,FAILURE,252,34.0,0,6.180573199992068
250,0.3,34,75,FAILURE,252,39.0,0,6.295844700071029
250,0.3,35,75,FAILURE,250,28.0,0,6.280720199923962
250,0.3,36,75,FAILURE,251,33.0,0,6.2949647000059485
250,0.3,39,75,FAILURE,251,33.0,0,6.338192999945022
250,0.3,41,75,FAILURE,250,25.0,0,6.2925120000727475
250,0.3,38,75,FAILURE,254,32.0,0,6.436442699981853
250,0.3,40,75,FAILURE,250,32.0,0,6.353922999929637
250,0.3,43,75,FAILURE,250,32.0,0,6.331393199972808
250,0.3,42,75,FAILURE,250,25.0,0,6.370216100011021
250,0.3,44,75,FAILURE,254,34.0,0,6.532844200031832
250,0.3,46,75,FAILURE,255,27.0,0,6.254161300021224
250,0.3,45,75,FAILURE,251,27.0,0,6.327740699984133
250,0.3,47,75,FAILURE,252,26.0,0,6.476675600046292
250,0.3,50,75,FAILURE,251,34.0,0,6.334424200002104
250,0.3,48,75,FAILURE,250,25.0,0,6.5277647000039
250,0.3,49,75,FAILURE,251,27.0,0,6.4725411999970675
250,0.3,54,75,FAILURE,250,25.0,0,6.40509260003455
250,0.3,51,75,FAILURE,251,28.0,0,6.551440600072965
250,0.3,53,75,FAILURE,250,29.0,0,6.5400898000225425
250,0.3,52,75,FAILURE,252,29.0,0,6.601533800014295
250,0.3,57,75,FAILURE,251,28.0,0,6.565466300002299
250,0.3,56,75,FAILURE,251,34.0,0,6.59066960006021
250,0.3,55,75,FAILURE,250,28.0,0,6.643629599944688
250,0.3,60,75,FAILURE,251,30.0,0,6.434760299976915
250,0.3,59,75,FAILURE,252,31.0,0,6.6234214999713
250,0.3,58,75,FAILURE,251,33.0,0,6.638096600072458
250,0.3,63,75,FAILURE,253,33.0,0,6.445794600062072
250,0.3,64,75,FAILURE,251,28.0,0,6.418359400006011
250,0.3,62,75,FAILURE,252,26.0,0,6.5462476999964565
250,0.3,61,75,FAILURE,252,31.0,0,6.610427399980836
250,0.3,65,75,FAILURE,250,32.0,0,6.578317400068045
250,0.3,67,75,FAILURE,250,25.0,0,6.2302685000468045
250,0.3,66,75,FAILURE,250,26.0,0,6.259235300007276
250,0.3,68,75,FAILURE,250,30.0,0,6.264845600002445
250,0.3,69,75,FAILURE,252,35.0,0,6.3330543000483885
250,0.3,71,75,FAILURE,251,26.0,0,6.29823519999627
250,0.3,70,75,FAILURE,251,26.0,0,6.358720500022173
250,0.3,73,75,FAILURE,251,26.0,0,6.3442317000590265
250,0.3,75,75,FAILURE,250,32.0,0,6.353894000058062
250,0.3,72,75,FAILURE,250,37.0,0,6.40913379995618
250,0.3,74,75,FAILURE,252,30.0,0,6.393849199987017
250,0.3,76,75,FAILURE,250,28.0,0,6.249834800022654
250,0.3,77,75,FAILURE,251,24.0,0,6.264691899996251
250,0.3,78,75,FAILURE,252,27.0,0,6.281903399969451
250,0.3,79,75,FAILURE,250,31.0,0,6.272737000021152
250,0.3,80,75,FAILURE,250,32.0,0,6.196616100030951
250,0.3,81,75,FAILURE,250,31.0,0,6.337305000051856
250,0.3,82,75,FAILURE,250,25.0,0,6.296030199970119
250,0.3,83,75,FAILURE,250,29.0,0,6.302912199986167
250,0.3,84,75,FAILURE,252,30.0,0,6.324763800017536
250,0.3,85,75,FAILURE,252,30.0,0,6.299716100096703
250,0.3,86,75,FAILURE,250,28.0,0,6.333070400054567
250,0.3,87,75,FAILURE,251,29.0,0,6.395549000008032
250,0.3,88,75,FAILURE,251,30.0,0,6.233265599934384
250,0.3,89,75,FAILURE,263,43.0,0,6.235968200024217
250,0.3,90,75,FAILURE,251,28.0,0,6.232462099986151
250,0.3,91,75,FAILURE,251,27.0,0,6.309335800004192
250,0.3,93,75,FAILURE,250,32.0,0,6.123414000030607
250,0.3,92,75,FAILURE,256,24.0,0,6.231995699927211
250,0.3,94,75,FAILURE,251,26.0,0,6.174856500001624
250,0.3,95,75,FAILURE,250,30.0,0,6.181208399939351
250,0.3,97,75,FAILURE,250,25.0,0,6.146266499999911
250,0.3,96,75,FAILURE,250,30.0,0,6.237508299993351
250,0.3,98,75,FAILURE,253,29.0,0,6.1638524000300094
250,0.3,99,75,FAILURE,251,30.0,0,2.797253700089641
250,0.325,4,81,FAILURE,250,29.0,0,6.174185600015335
250,0.325,1,81,FAILURE,251,25.0,0,6.255504100001417
250,0.325,2,81,FAILURE,250,26.0,0,6.3827397000277415
250,0.325,7,81,FAILURE,250,25.0,0,6.339521100046113
250,0.325,0,81,FAILURE,250,24.0,0,6.419421500060707
250,0.325,5,81,FAILURE,254,31.0,0,6.403768099960871
250,0.325,3,81,FAILURE,250,23.0,0,6.580742800026201
250,0.325,8,81,FAILURE,252,28.0,0,6.622523700003512
250,0.325,10,81,FAILURE,251,28.0,0,6.628483800101094
250,0.325,6,81,FAILURE,250,27.0,0,6.68684460001532
250,0.325,9,81,FAILURE,251,28.0,0,6.725825299974531
250,0.325,12,81,FAILURE,251,33.0,0,6.463191399932839
250,0.325,11,81,FAILURE,250,30.0,0,6.555685199913569
250,0.325,13,81,FAILURE,250,25.0,0,6.626897200010717
250,0.325,16,81,FAILURE,250,23.0,0,6.5783138000406325
250,0.325,15,81,FAILURE,252,28.0,0,6.608253499958664
250,0.325,14,81,FAILURE,250,30.0,0,6.625342500046827
250,0.325,18,81,FAILURE,251,29.0,0,6.505856000003405
250,0.325,19,81,FAILURE,250,26.0,0,6.494521699962206
250,0.325,17,81,FAILURE,250,28.0,0,6.619655599934049
250,0.325,20,81,FAILURE,250,28.0,0,6.6489273000042886
250,0.325,21,81,FAILURE,250,24.0,0,6.593360299943015
250,0.325,22,81,FAILURE,252,34.0,0,6.407858099904843
250,0.325,23,81,FAILURE,251,26.0,0,6.448861500015482
250,0.325,25,81,FAILURE,250,28.0,0,6.236113399965689
250,0.325,26,81,FAILURE,251,29.0,0,6.23671980004292
250,0.325,24,81,FAILURE,255,34.0,0,6.305276399943978
250,0.325,27,81,FAILURE,251,29.0,0,6.320041899918579
250,0.325,29,81,FAILURE,251,27.0,0,6.241386899957433
250,0.325,28,81,FAILURE,252,25.0,0,6.296228299965151
250,0.325,31,81,FAILURE,252,26.0,0,6.254391599912196
250,0.325,30,81,FAILURE,251,30.0,0,6.431464200024493
250,0.325,32,81,FAILURE,252,31.0,0,6.298820900032297
250,0.325,33,81,FAILURE,252,23.0,0,6.327771499985829
250,0.325,34,81,FAILURE,252,39.0,0,6.32879659999162
250,0.325,35,81,FAILURE,250,27.0,0,6.332091000047512
250,0.325,38,81,FAILURE,254,31.0,0,6.302212900016457
250,0.325,36,81,FAILURE,251,30.0,0,6.407109599909745
250,0.325,37,81,FAILURE,252,34.0,0,6.403037799987942
250,0.325,39,81,FAILURE,251,31.0,0,6.287715999991633
250,0.325,40,81,FAILURE,250,32.0,0,6.332607899908908
250,0.325,41,81,FAILURE,250,25.0,0,6.2005188999464735
250,0.325,43,81,FAILURE,250,32.0,0,6.304216000018641
250,0.325,42,81,FAILURE,250,24.0,0,6.437060300027952
250,0.325,44,81,FAILURE,254,30.0,0,6.592035199981183
250,0.325,46,81,FAILURE,255,27.0,0,6.484098199987784
250,0.325,45,81,FAILURE,251,27.0,0,6.636613800073974
250,0.325,47,81,FAILURE,253,26.0,0,6.606150400009938
250,0.325,48,81,FAILURE,250,25.0,0,6.60618100001011
250,0.325,50,81,FAILURE,251,30.0,0,6.542928899987601
250,0.325,49,81,FAILURE,251,26.0,0,6.633282299968414
250,0.325,52,81,FAILURE,252,29.0,0,6.556176899932325
250,0.325,51,81,FAILURE,251,28.0,0,6.59502759994939
250,0.325,53,81,FAILURE,251,29.0,0,6.545091100037098
250,0.325,54,81,FAILURE,251,25.0,0,6.55297249997966
250,0.325,55,81,FAILURE,250,26.0,0,6.653024800005369
250,0.325,56,81,FAILURE,251,34.0,0,6.695541399996728
250,0.325,57,81,FAILURE,250,26.0,0,6.74321600003168
250,0.325,60,81,FAILURE,251,29.0,0,6.636337599949911
250,0.325,59,81,FAILURE,252,31.0,0,6.7474463999969885
250,0.325,58,81,FAILURE,251,33.0,0,6.785015399917029
250,0.325,63,81,FAILURE,253,32.0,0,6.645502100000158
250,0.325,61,81,FAILURE,251,30.0,0,6.762926900060847
250,0.325,62,81,FAILURE,252,26.0,0,6.76249590003863
250,0.325,64,81,FAILURE,251,28.0,0,6.791516899946146
250,0.325,65,81,FAILURE,250,32.0,0,6.708645299891941
250,0.325,66,81,FAILURE,250,26.0,0,6.361380900023505
250,0.325,67,81,FAILURE,250,24.0,0,6.3770779999904335
250,0.325,68,81,FAILURE,250,29.0,0,6.340209100046195
250,0.325,69,81,FAILURE,252,35.0,0,6.436649399925955
250,0.325,73,81,FAILURE,251,25.0,0,6.259745600051247
250,0.325,70,81,FAILURE,251,25.0,0,6.414366299984977
250,0.325,72,81,FAILURE,250,35.0,0,6.430674700066447
250,0.325,71,81,FAILURE,251,26.0,0,6.46752110007219
250,0.325,75,81,FAILURE,250,25.0,0,6.355617000022903
250,0.325,74,81,FAILURE,251,30.0,0,6.527467899955809
250,0.325,76,81,FAILURE,250,26.0,0,6.428369100089185
250,0.325,78,81,FAILURE,252,27.0,0,6.320667400024831
250,0.325,77,81,FAILURE,251,24.0,0,6.514334899955429
250,0.325,81,81,FAILURE,252,29.0,0,6.205269200028852
250,0.325,79,81,FAILURE,250,31.0,0,6.3914748999523
250,0.325,80,81,FAILURE,251,31.0,0,6.309849000070244
250,0.325,83,81,FAILURE,250,29.0,0,6.296593700069934
250,0.325,82,81,FAILURE,251,23.0,0,6.403260400053114
250,0.325,84,81,FAILURE,252,30.0,0,6.38394500000868
250,0.325,85,81,FAILURE,253,29.0,0,6.343715099967085
250,0.325,86,81,FAILURE,250,28.0,0,6.422347699990496
250,0.325,87,81,FAILURE,251,27.0,0,6.364307099953294
250,0.325,89,81,FAILURE,255,32.0,0,6.211004800046794
250,0.325,88,81,FAILURE,250,25.0,0,6.329924099962227
250,0.325,91,81,FAILURE,251,27.0,0,6.21985210001003
250,0.325,92,81,FAILURE,256,24.0,0,6.205171899986453
250,0.325,90,81,FAILURE,251,28.0,0,6.306257199961692
250,0.325,93,81,FAILURE,250,32.0,0,6.253184599918313
250,0.325,94,81,FAILURE,251,26.0,0,6.263592200004496
250,0.325,95,81,FAILURE,250,29.0,0,6.22121640003752
250,0.325,96,81,FAILURE,250,30.0,0,6.1579338000155985
250,0.325,98,81,FAILURE,253,29.0,0,6.062571399961598
250,0.325,97,81,FAILURE,250,25.0,0,6.1129126999294385
250,0.325,99,81,FAILURE,251,26.0,0,2.5564560999628156
250,0.35,0,88,FAILURE,250,24.0,0,6.554386499919929
250,0.35,1,88,FAILURE,251,25.0,0,6.548654800048098
250,0.35,2,88,FAILURE,250,26.0,0,6.585295800003223
250,0.35,10,88,FAILURE,251,28.0,0,6.544054200057872
250,0.35,3,88,FAILURE,251,24.0,0,6.60823559993878
250,0.35,9,88,FAILURE,251,27.0,0,6.60763029998634
250,0.35,4,88,FAILURE,253,29.0,0,6.645907900063321
250,0.35,7,88,FAILURE,250,25.0,0,6.6699193000094965
250,0.35,6,88,FAILURE,250,26.0,0,6.682965000043623
250,0.35,5,88,FAILURE,255,31.0,0,6.726321000023745
250,0.35,8,88,FAILURE,252,28.0,0,6.741543199983425
250,0.35,12,88,FAILURE,251,33.0,0,6.835074699949473
250,0.35,11,88,FAILURE,250,25.0,0,6.847444100072607
250,0.35,14,88,FAILURE,250,30.0,0,6.787157799932174
250,0.35,13,88,FAILURE,250,24.0,0,6.830148599925451
250,0.35,18,88,FAILURE,251,29.0,0,6.7603582999436185
250,0.35,15,88,FAILURE,254,28.0,0,6.851381200016476
250,0.35,16,88,FAILURE,250,23.0,0,6.841142599936575
250,0.35,19,88,FAILURE,250,25.0,0,6.778952999971807
250,0.35,20,88,FAILURE,250,27.0,0,6.783150999923237
250,0.35,17,88,FAILURE,252,30.0,0,6.891861899988726
250,0.35,21,88,FAILURE,250,23.0,0,6.80061489995569
250,0.35,23,88,FAILURE,251,26.0,0,6.170770600088872
250,0.35,25,88,FAILURE,250,28.0,0,6.1513253999874
250,0.35,24,88,FAILURE,255,34.0,0,6.1653968000318855
250,0.35,22,88,FAILURE,252,31.0,0,6.328934399993159
250,0.35,27,88,FAILURE,251,29.0,0,6.300863699987531
250,0.35,28,88,FAILURE,252,24.0,0,6.304525899933651
250,0.35,26,88,FAILURE,250,29.0,0,6.369542300002649
250,0.35,30,88,FAILURE,251,30.0,0,6.314762599999085
250,0.35,29,88,FAILURE,251,27.0,0,6.361697599990293
250,0.35,32,88,FAILURE,254,30.0,0,6.399454100057483
250,0.35,31,88,FAILURE,253,24.0,0,6.447658899938688
250,0.35,35,88,FAILURE,250,27.0,0,6.24601789994631
250,0.35,34,88,FAILURE,252,39.0,0,6.27805839991197
250,0.35,33,88,FAILURE,252,23.0,0,6.390404199948534
250,0.35,36,88,FAILURE,251,27.0,0,6.38808289996814
250,0.35,39,88,FAILURE,251,31.0,0,6.302444799919613
250,0.35,38,88,FAILURE,254,28.0,0,6.3816423000535
250,0.35,37,88,FAILURE,252,34.0,0,6.415680599980988
250,0.35,40,88,FAILURE,250,32.0,0,6.379642900079489
250,0.35,41,88,FAILURE,250,25.0,0,6.391212500049733
250,0.35,43,88,FAILURE,253,26.0,0,6.321724300039932
250,0.35,42,88,FAILURE,250,24.0,0,6.360513999941759
250,0.35,45,88,FAILURE,254,27.0,0,6.656452899915166
250,0.35,48,88,FAILURE,250,23.0,0,6.3911492000333965
250,0.35,50,88,FAILURE,251,30.0,0,6.435169399948791
250,0.35,46,88,FAILURE,257,27.0,0,6.69701369991526
250,0.35,44,88,FAILURE,254,30.0,0,6.871459700050764
250,0.35,53,88,FAILURE,252,29.0,0,6.479163600015454
250,0.35,49,88,FAILURE,251,26.0,0,6.703920800006017
250,0.35,51,88,FAILURE,251,28.0,0,6.737112900009379
250,0.35,47,88,FAILURE,251,26.0,0,6.880791099974886
250,0.35,52,88,FAILURE,252,26.0,0,6.8935262999730185
250,0.35,54,88,FAILURE,251,25.0,0,6.862761699943803
250,0.35,55,88,FAILURE,250,25.0,0,6.606454199994914
250,0.35,56,88,FAILURE,254,33.0,0,6.649223699932918
250,0.35,57,88,FAILURE,250,25.0,0,6.754210600047372
250,0.35,58,88,FAILURE,251,33.0,0,6.786670099943876
250,0.35,59,88,FAILURE,252,26.0,0,6.785607300000265
250,0.35,60,88,FAILURE,251,27.0,0,6.7490080000134185
250,0.35,61,88,FAILURE,252,28.0,0,6.699037199956365
250,0.35,65,88,FAILURE,250,27.0,0,6.598960599978454
250,0.35,62,88,FAILURE,250,25.0,0,6.838163200067356
250,0.35,63,88,FAILURE,251,25.0,0,6.828313400037587
250,0.35,64,88,FAILURE,251,26.0,0,6.868035100051202
250,0.35,67,88,FAILURE,250,24.0,0,6.758863199967891
250,0.35,66,88,FAILURE,250,26.0,0,6.833435199921951
250,0.35,68,88,FAILURE,250,27.0,0,6.775617300067097
250,0.35,69,88,FAILURE,251,32.0,0,6.786437799921259
250,0.35,70,88,FAILURE,251,25.0,0,6.822470300015993
250,0.35,72,88,FAILURE,250,32.0,0,6.751802599988878
250,0.35,71,88,FAILURE,251,25.0,0,6.8284249000716954
250,0.35,74,88,FAILURE,250,28.0,0,6.814558899961412
250,0.35,75,88,FAILURE,250,23.0,0,6.833551999996416
250,0.35,73,88,FAILURE,251,25.0,0,6.8531079000094905
250,0.35,76,88,FAILURE,250,26.0,0,6.801739300019108
250,0.35,78,88,FAILURE,253,26.0,0,6.553194200037979
250,0.35,77,88,FAILURE,251,24.0,0,6.586852599983104
250,0.35,79,88,FAILURE,251,31.0,0,6.545117100002244
250,0.35,80,88,FAILURE,250,30.0,0,6.6282123000128195
250,0.35,81,88,FAILURE,254,29.0,0,6.574781800038181
250,0.35,83,88,FAILURE,250,26.0,0,6.562117800000124
250,0.35,82,88,FAILURE,251,23.0,0,6.640358500066213
250,0.35,86,88,FAILURE,251,27.0,0,6.523203200078569
250,0.35,85,88,FAILURE,253,28.0,0,6.654036499909125
250,0.35,87,88,FAILURE,251,26.0,0,6.510400700033642
250,0.35,84,88,FAILURE,252,30.0,0,6.699252899968997
250,0.35,88,88,FAILURE,250,25.0,0,6.362199599971063
250,0.35,89,88,FAILURE,255,31.0,0,6.34675539995078
250,0.35,92,88,FAILURE,257,24.0,0,6.237677700002678
250,0.35,91,88,FAILURE,252,27.0,0,6.341661300044507
250,0.35,90,88,FAILURE,251,28.0,0,6.503884200006723
250,0.35,93,88,FAILURE,250,30.0,0,6.315206800005399
250,0.35,94,88,FAILURE,250,25.0,0,6.34659199998714
250,0.35,95,88,FAILURE,250,25.0,0,6.225338499993086
250,0.35,97,88,FAILURE,250,25.0,0,6.122528099920601
250,0.35,98,88,FAILURE,253,26.0,0,6.1335954000242054
250,0.35,96,88,FAILURE,250,29.0,0,6.195310300099663
250,0.35,99,88,FAILURE,251,26.0,0,2.679122700006701
250,0.4,2,100,FAILURE,250,23.0,0,6.1789146000519395
250,0.4,0,100,FAILURE,252,24.0,0,6.285871499916539
250,0.4,5,100,FAILURE,255,31.0,0,6.253510499955155
250,0.4,7,100,FAILURE,250,25.0,0,6.267608900088817
250,0.4,8,100,FAILURE,252,27.0,0,6.308060099952854
250,0.4,4,100,FAILURE,254,29.0,0,6.325076300068758
250,0.4,9,100,FAILURE,251,26.0,0,6.326408600085415
250,0.4,6,100,FAILURE,250,26.0,0,6.353410599986091
250,0.4,1,100,FAILURE,253,24.0,0,6.393361800001003
250,0.4,10,100,FAILURE,251,23.0,0,6.37776079995092
250,0.4,3,100,FAILURE,251,24.0,0,6.420105000026524
250,0.4,16,100,FAILURE,250,23.0,0,6.167265299940482
250,0.4,18,100,FAILURE,250,25.0,0,6.233319199993275
250,0.4,19,100,FAILURE,250,25.0,0,6.2820935000199825
250,0.4,11,100,FAILURE,250,23.0,0,6.4924138999776915
250,0.4,13,100,FAILURE,250,24.0,0,6.451440199976787
250,0.4,12,100,FAILURE,250,28.0,0,6.542433899943717
250,0.4,21,100,FAILURE,250,22.0,0,6.535229500033893
250,0.4,14,100,FAILURE,250,29.0,0,6.831104599987157
250,0.4,15,100,FAILURE,254,28.0,0,6.8614246000070125
250,0.4,20,100,FAILURE,251,23.0,0,6.768821799894795
250,0.4,17,100,FAILURE,253,27.0,0,6.842425199924037
250,0.4,22,100,FAILURE,251,22.0,0,6.260714499978349
250,0.4,24,100,FAILURE,250,32.0,0,6.16545759991277
250,0.4,23,100,FAILURE,251,23.0,0,6.348856800002977
250,0.4,25,100,FAILURE,250,28.0,0,6.525154900038615
250,0.4,26,100,FAILURE,251,28.0,0,6.5342239999445155
250,0.4,27,100,FAILURE,252,27.0,0,6.5652344999834895
250,0.4,28,100,FAILURE,252,24.0,0,6.533615299966186
250,0.4,30,100,FAILURE,252,29.0,0,6.57346680003684
250,0.4,29,100,FAILURE,252,27.0,0,6.68139180005528
250,0.4,31,100,FAILURE,253,24.0,0,6.7195832000579685
250,0.4,32,100,FAILURE,256,30.0,0,6.767346199951135
250,0.4,33,100,FAILURE,252,23.0,0,6.593797100009397
250,0.4,35,100,FAILURE,250,26.0,0,6.435992100043222
250,0.4,34,100,FAILURE,250,28.0,0,6.5881527999881655
250,0.4,38,100,FAILURE,254,27.0,0,6.31003359996248
250,0.4,37,100,FAILURE,252,30.0,0,6.447602999978699
250,0.4,36,100,FAILURE,250,27.0,0,6.605150299961679
250,0.4,39,100,FAILURE,250,24.0,0,6.541846300009638
250,0.4,41,100,FAILURE,250,24.0,0,6.256683600018732
250,0.4,42,100,FAILURE,250,22.0,0,6.256964199943468
250,0.4,40,100,FAILURE,250,30.0,0,6.487532900064252
250,0.4,43,100,FAILURE,253,26.0,0,6.476408499991521
250,0.4,44,100,FAILURE,250,24.0,0,6.851617000065744
250,0.4,45,100,FAILURE,254,25.0,0,6.831378899980336
250,0.4,46,100,FAILURE,255,27.0,0,6.831655899994075
250,0.4,47,100,FAILURE,251,25.0,0,6.616654600016773
250,0.4,48,100,FAILURE,250,23.0,0,6.836243300000206
250,0.4,49,100,FAILURE,251,24.0,0,6.858804200077429
250,0.4,51,100,FAILURE,250,28.0,0,6.674242899985984
250,0.4,50,100,FAILURE,251,26.0,0,6.9489883000496775
250,0.4,52,100,FAILURE,252,25.0,0,6.831529200077057
250,0.4,53,100,FAILURE,250,27.0,0,6.923211900051683
250,0.4,54,100,FAILURE,251,25.0,0,6.866765000042506
250,0.4,57,100,FAILURE,250,23.0,0,6.698597899987362
250,0.4,56,100,FAILURE,253,32.0,0,6.768860899959691
250,0.4,55,100,FAILURE,251,25.0,0,6.826120399986394
250,0.4,58,100,FAILURE,254,32.0,0,6.784450800041668
250,0.4,59,100,FAILURE,250,25.0,0,6.644377200049348
250,0.4,60,100,FAILURE,251,26.0,0,6.753836899995804
250,0.4,61,100,FAILURE,254,30.0,0,6.790664599975571
250,0.4,63,100,FAILURE,251,25.0,0,6.789232399896719
250,0.4,62,100,FAILURE,250,25.0,0,6.8122080999892205
250,0.4,64,100,FAILURE,251,26.0,0,6.916651000035927
250,0.4,65,100,FAILURE,251,24.0,0,6.879335800069384
250,0.4,66,100,FAILURE,250,26.0,0,6.648534700041637
250,0.4,67,100,FAILURE,252,24.0,0,6.693385099992156
250,0.4,69,100,FAILURE,257,30.0,0,6.677527399966493
250,0.4,68,100,FAILURE,250,25.0,0,6.853167499997653
250,0.4,70,100,FAILURE,251,23.0,0,6.715640100068413
250,0.4,71,100,FAILURE,251,24.0,0,6.708576900069602
250,0.4,72,100,FAILURE,250,31.0,0,6.658983999979682
250,0.4,74,100,FAILURE,250,27.0,0,6.728364199982025
250,0.4,73,100,FAILURE,251,24.0,0,6.7494594000745565
250,0.4,75,100,FAILURE,250,23.0,0,6.712331999908201
250,0.4,76,100,FAILURE,250,26.0,0,6.742735699983314
250,0.4,78,100,FAILURE,253,25.0,0,6.333734599989839
250,0.4,77,100,FAILURE,251,24.0,0,6.515680099953897
250,0.4,79,100,FAILURE,251,30.0,0,6.563973799929954
250,0.4,81,100,FAILURE,256,29.0,0,6.453150299959816
250,0.4,80,100,FAILURE,250,30.0,0,6.539706700015813
250,0.4,83,100,FAILURE,250,25.0,0,6.484172299969941
