N,p,seed,number_of_shortcuts,status,total_spikes,last_spike_time,activity_duration,late_spikes,runtime_seconds
2000,0.10526315789473684,93,211,SUCCESS,195102,3000.0,2990.0,13158,3.9155557999620214
2000,0.10526315789473684,94,211,SUCCESS,192198,3000.0,2990.0,12718,3.771682500024326
2000,0.10526315789473684,95,211,SUCCESS,218200,3000.0,2990.0,14761,3.8950429999968037
2000,0.10526315789473684,96,211,SUCCESS,198201,3000.0,2990.0,13329,3.761688599945046
2000,0.10526315789473684,97,211,SUCCESS,226230,3000.0,2990.0,15560,4.062054199981503
2000,0.10526315789473684,98,211,SUCCESS,198221,3000.0,2990.0,13497,3.78641850000713
2000,0.10526315789473684,99,211,SUCCESS,200275,3000.0,2990.0,13648,3.8288446000078693
2000,0.15789473684210525,0,316,FAILURE,2004,55.0,45.0,0,3.650752899935469
2000,0.15789473684210525,1,316,SUCCESS,193453,3000.0,2990.0,12910,3.9714316999306902
2000,0.15789473684210525,2,316,SUCCESS,192111,3000.0,2990.0,12450,3.911279799998738
2000,0.15789473684210525,3,316,SUCCESS,186526,3000.0,2990.0,12370,3.8902378000784665
2000,0.15789473684210525,4,316,SUCCESS,228976,3000.0,2990.0,15300,3.82604239997454
2000,0.15789473684210525,5,316,SUCCESS,219821,3000.0,2990.0,15094,4.016037299996242
2000,0.15789473684210525,6,316,SUCCESS,194397,3000.0,2990.0,13002,4.114111099974252
2000,0.15789473684210525,7,316,SUCCESS,224770,3000.0,2990.0,15385,4.091995900031179
2000,0.15789473684210525,8,316,SUCCESS,180468,3000.0,2990.0,12144,3.73268660006579
2000,0.15789473684210525,9,316,FAILURE,2003,44.0,34.0,0,3.6705741999903694
2000,0.15789473684210525,10,316,FAILURE,2008,48.0,38.0,0,3.623723299941048
2000,0.15789473684210525,11,316,SUCCESS,217682,3000.0,2990.0,14598,3.7373449000297114
2000,0.15789473684210525,12,316,SUCCESS,234121,3000.0,2990.0,16081,3.8381727000232786
2000,0.15789473684210525,13,316,SUCCESS,206175,3000.0,2990.0,13959,3.8760097000049427
2000,0.15789473684210525,14,316,SUCCESS,205368,3000.0,2990.0,13774,4.027845700038597
2000,0.15789473684210525,15,316,SUCCESS,228410,3000.0,2990.0,15704,3.8808500999584794
2000,0.15789473684210525,16,316,FAILURE,4005,77.0,67.0,0,3.617566099972464
2000,0.15789473684210525,17,316,FAILURE,2003,46.0,36.0,0,3.6125403000041842
2000,0.15789473684210525,18,316,SUCCESS,212893,3000.0,2990.0,14583,3.8615954000269994
2000,0.15789473684210525,19,316,SUCCESS,223851,3000.0,2990.0,14696,3.8346264000283554
2000,0.15789473684210525,20,316,FAILURE,2002,56.0,46.0,0,3.4992328999796882
2000,0.15789473684210525,21,316,SUCCESS,192895,3000.0,2990.0,12710,3.767020999919623
2000,0.15789473684210525,22,316,SUCCESS,222896,3000.0,2990.0,15357,3.8703079000115395
2000,0.15789473684210525,23,316,SUCCESS,212541,3000.0,2990.0,14375,3.819176599965431
2000,0.15789473684210525,24,316,SUCCESS,208344,3000.0,2990.0,14083,3.7549901000456885
2000,0.15789473684210525,25,316,SUCCESS,180384,3000.0,2990.0,12092,3.7899371000239626
2000,0.15789473684210525,26,316,SUCCESS,208276,3000.0,2990.0,14079,3.8520178999751806
2000,0.15789473684210525,27,316,SUCCESS,198079,3000.0,2990.0,13778,3.852022400009446
2000,0.15789473684210525,28,316,SUCCESS,186141,3000.0,2990.0,12164,3.7941238000057638
2000,0.15789473684210525,29,316,SUCCESS,212599,3000.0,2990.0,14335,3.893594399909489
2000,0.15789473684210525,30,316,FAILURE,2003,56.0,46.0,0,3.5492045000428334
2000,0.15789473684210525,31,316,SUCCESS,205972,3000.0,2990.0,13949,3.9342941000359133
2000,0.15789473684210525,32,316,SUCCESS,202842,3000.0,2990.0,13831,3.8577267000218853
2000,0.15789473684210525,33,316,SUCCESS,176081,3000.0,2990.0,11944,3.7629276000661775
2000,0.15789473684210525,34,316,SUCCESS,228344,3000.0,2990.0,15569,3.8465750999748707
2000,0.15789473684210525,35,316,SUCCESS,206162,3000.0,2990.0,13963,4.144725799909793
2000,0.15789473684210525,36,316,SUCCESS,205723,3000.0,2990.0,13844,3.8106724000535905
2000,0.15789473684210525,37,316,SUCCESS,202140,3000.0,2990.0,13852,3.8488293000264093
2000,0.15789473684210525,38,316,SUCCESS,236641,3000.0,2990.0,16099,3.865666599944234
2000,0.15789473684210525,39,316,SUCCESS,195634,3000.0,2990.0,13441,3.8138559999642894
2000,0.15789473684210525,40,316,SUCCESS,181146,3000.0,2990.0,12364,3.7882630999665707
2000,0.15789473684210525,41,316,SUCCESS,212103,3000.0,2990.0,14233,3.8101285999873653
2000,0.15789473684210525,42,316,SUCCESS,198337,3000.0,2990.0,13007,3.823065200005658
2000,0.15789473684210525,43,316,SUCCESS,207446,3000.0,2990.0,14018,3.8738085000077263
2000,0.15789473684210525,44,316,FAILURE,2007,50.0,40.0,0,3.5697996000526473
2000,0.15789473684210525,45,316,SUCCESS,211741,3000.0,2990.0,14259,3.852235300000757
2000,0.15789473684210525,46,316,SUCCESS,235622,3000.0,2990.0,16069,3.775191600085236
2000,0.15789473684210525,47,316,SUCCESS,212326,3000.0,2990.0,14246,3.9733678000047803
2000,0.15789473684210525,48,316,SUCCESS,209709,3000.0,2990.0,14036,3.9366607000119984
2000,0.15789473684210525,49,316,SUCCESS,202278,3000.0,2990.0,13854,3.817049900069833
2000,0.15789473684210525,50,316,SUCCESS,229162,3000.0,2990.0,15453,3.951191799947992
2000,0.15789473684210525,51,316,SUCCESS,219773,3000.0,2990.0,15201,4.286989000043832
2000,0.15789473684210525,52,316,SUCCESS,220427,3000.0,2990.0,14483,3.9050353999482468
2000,0.15789473684210525,53,316,SUCCESS,204466,3000.0,2990.0,13835,3.7341918000020087
2000,0.15789473684210525,54,316,FAILURE,2005,44.0,34.0,0,3.541866200044751
2000,0.15789473684210525,55,316,SUCCESS,224682,3000.0,2990.0,15218,3.8550739000784233
2000,0.15789473684210525,56,316,SUCCESS,228830,3000.0,2990.0,15581,3.786251200013794
2000,0.15789473684210525,57,316,SUCCESS,221342,3000.0,2990.0,15233,3.85916079999879
2000,0.15789473684210525,58,316,SUCCESS,211559,3000.0,2990.0,14448,3.8641130999894813
2000,0.15789473684210525,59,316,SUCCESS,229169,3000.0,2990.0,15346,3.861990400007926
2000,0.15789473684210525,60,316,FAILURE,2002,54.0,44.0,0,3.527509200037457
2000,0.15789473684210525,61,316,SUCCESS,210735,3000.0,2990.0,14148,3.7913338999496773
2000,0.15789473684210525,62,316,SUCCESS,235530,3000.0,2990.0,16006,3.903783499961719
2000,0.15789473684210525,63,316,SUCCESS,205995,3000.0,2990.0,13973,3.8528836000477895
2000,0.15789473684210525,64,316,SUCCESS,201918,3000.0,2990.0,13533,3.865455099963583
2000,0.15789473684210525,65,316,SUCCESS,144131,3000.0,2990.0,9945,3.7708648999687284
2000,0.15789473684210525,66,316,FAILURE,2001,49.0,39.0,0,3.5304773000534624
2000,0.15789473684210525,67,316,SUCCESS,204012,3000.0,2990.0,13684,4.069786800071597
2000,0.15789473684210525,68,316,SUCCESS,186146,3000.0,2990.0,12669,3.9121619999641553
2000,0.15789473684210525,69,316,SUCCESS,220101,3000.0,2990.0,14503,3.801576300058514
2000,0.15789473684210525,70,316,FAILURE,2005,49.0,39.0,0,3.58701509993989
2000,0.15789473684210525,71,316,FAILURE,2002,49.0,39.0,0,3.506316499901004
2000,0.15789473684210525,72,316,SUCCESS,180825,3000.0,2990.0,12364,3.7263170999940485
2000,0.15789473684210525,73,316,FAILURE,2002,59.0,49.0,0,3.591761599993333
2000,0.15789473684210525,74,316,SUCCESS,224300,3000.0,2990.0,15492,3.854633599985391
2000,0.15789473684210525,75,316,SUCCESS,219238,3000.0,2990.0,15047,3.799318899982609
2000,0.15789473684210525,76,316,SUCCESS,230797,3000.0,2990.0,15821,3.8463762999745086
2000,0.15789473684210525,77,316,SUCCESS,204314,3000.0,2990.0,13892,3.754000199958682
2000,0.15789473684210525,78,316,SUCCESS,235719,3000.0,2990.0,15972,3.8495853999629617
2000,0.15789473684210525,79,316,SUCCESS,199062,3000.0,2990.0,13199,3.9025044000009075
2000,0.15789473684210525,80,316,SUCCESS,229649,3000.0,2990.0,15594,3.7946538999676704
2000,0.15789473684210525,81,316,SUCCESS,196268,3000.0,2990.0,13551,3.9465366000076756
2000,0.15789473684210525,82,316,FAILURE,2006,46.0,36.0,0,3.758521300042048
2000,0.15789473684210525,83,316,SUCCESS,211125,3000.0,2990.0,14513,3.8146622999338433
2000,0.15789473684210525,84,316,SUCCESS,220255,3000.0,2990.0,14565,3.7932370000053197
2000,0.15789473684210525,85,316,SUCCESS,228066,3000.0,2990.0,15672,3.8291770999785513
2000,0.15789473684210525,86,316,SUCCESS,204993,3000.0,2990.0,13829,3.920514600002207
2000,0.15789473684210525,87,316,SUCCESS,212085,3000.0,2990.0,14225,3.9223021999932826
2000,0.15789473684210525,88,316,SUCCESS,220044,3000.0,2990.0,14829,3.825539299985394
2000,0.15789473684210525,89,316,SUCCESS,205577,3000.0,2990.0,13787,3.870016200002283
2000,0.15789473684210525,90,316,SUCCESS,212887,3000.0,2990.0,14170,3.7508833999745548
2000,0.15789473684210525,91,316,FAILURE,2003,53.0,43.0,0,3.536952399997972
2000,0.15789473684210525,92,316,SUCCESS,212803,3000.0,2990.0,14408,3.810514699900523
2000,0.15789473684210525,93,316,SUCCESS,200980,3000.0,2990.0,13509,3.8437552999239415
2000,0.15789473684210525,94,316,SUCCESS,205901,3000.0,2990.0,13938,3.7584350999677554
2000,0.15789473684210525,95,316,SUCCESS,156900,3000.0,2990.0,10707,3.7778449000325054
2000,0.15789473684210525,96,316,SUCCESS,226223,3000.0,2990.0,15560,3.770520000020042
2000,0.15789473684210525,97,316,SUCCESS,205725,3000.0,2990.0,13867,3.786010600044392
2000,0.15789473684210525,98,316,SUCCESS,192596,3000.0,2990.0,12791,4.061631500022486
2000,0.15789473684210525,99,316,SUCCESS,211987,3000.0,2990.0,14335,3.8470812999876216
2000,0.21052631578947367,0,421,FAILURE,2006,48.0,38.0,0,3.5642510999459773
2000,0.21052631578947367,1,421,FAILURE,2011,44.0,34.0,0,3.613737800042145
2000,0.21052631578947367,2,421,FAILURE,2003,46.0,36.0,0,3.543173999991268
2000,0.21052631578947367,3,421,SUCCESS,192855,3000.0,2990.0,12710,3.814414000022225
2000,0.21052631578947367,4,421,SUCCESS,229802,3000.0,2990.0,15615,3.857374000013806
2000,0.21052631578947367,5,421,SUCCESS,223323,3000.0,2990.0,15267,3.7919399000238627
2000,0.21052631578947367,6,421,FAILURE,2004,42.0,32.0,0,3.7132757999934256
2000,0.21052631578947367,7,421,FAILURE,2010,44.0,34.0,0,3.5890957000665367
2000,0.21052631578947367,8,421,SUCCESS,166247,3000.0,2990.0,11897,3.7115111999446526
2000,0.21052631578947367,9,421,FAILURE,2002,40.0,30.0,0,3.6542022000066936
2000,0.21052631578947367,10,421,FAILURE,2008,42.0,32.0,0,3.6270706000505015
2000,0.21052631578947367,11,421,FAILURE,2007,42.0,32.0,0,3.680251399986446
2000,0.21052631578947367,12,421,SUCCESS,199008,3000.0,2990.0,13004,3.797106600017287
2000,0.21052631578947367,13,421,SUCCESS,229450,3000.0,2990.0,15421,3.867236299905926
2000,0.21052631578947367,14,421,SUCCESS,205099,3000.0,2990.0,13753,3.835899299941957
2000,0.21052631578947367,15,421,SUCCESS,233999,3000.0,2990.0,15928,3.9506521999137476
2000,0.21052631578947367,16,421,FAILURE,2003,43.0,33.0,0,3.636790300020948
2000,0.21052631578947367,17,421,FAILURE,2005,40.0,30.0,0,3.58777999994345
2000,0.21052631578947367,18,421,SUCCESS,236667,3000.0,2990.0,16082,3.9333660000702366
2000,0.21052631578947367,19,421,SUCCESS,235912,3000.0,2990.0,15985,3.880684900097549
2000,0.21052631578947367,20,421,FAILURE,2003,46.0,36.0,0,3.6175556000089273
2000,0.21052631578947367,21,421,FAILURE,2005,44.0,34.0,0,3.5367646000813693
2000,0.21052631578947367,22,421,SUCCESS,189540,3000.0,2990.0,13076,3.795472800033167
2000,0.21052631578947367,23,421,FAILURE,2005,42.0,32.0,0,3.625387299922295
2000,0.21052631578947367,24,421,SUCCESS,180159,3000.0,2990.0,12056,3.8075781000079587
2000,0.21052631578947367,25,421,SUCCESS,230675,3000.0,2990.0,15762,4.382608600077219
2000,0.21052631578947367,26,421,FAILURE,2003,44.0,34.0,0,3.552145699970424
2000,0.21052631578947367,27,421,SUCCESS,220237,3000.0,2990.0,14389,4.056966200005263
2000,0.21052631578947367,28,421,SUCCESS,229904,3000.0,2990.0,15749,3.863318300107494
2000,0.21052631578947367,29,421,SUCCESS,212999,3000.0,2990.0,14493,4.092205900000408
2000,0.21052631578947367,30,421,FAILURE,2004,46.0,36.0,0,3.693549200077541
2000,0.21052631578947367,31,421,FAILURE,2005,51.0,41.0,0,3.7572992999339476
2000,0.21052631578947367,32,421,FAILURE,2003,42.0,32.0,0,3.651716399937868
2000,0.21052631578947367,33,421,SUCCESS,189940,3000.0,2990.0,13002,3.9147465000860393
2000,0.21052631578947367,34,421,FAILURE,2010,41.0,31.0,0,3.5148503000382334
2000,0.21052631578947367,35,421,FAILURE,2002,42.0,32.0,0,3.55543409998063
2000,0.21052631578947367,36,421,SUCCESS,198486,3000.0,2990.0,13180,3.857501000049524
2000,0.21052631578947367,37,421,FAILURE,4018,78.0,68.0,0,3.7961821999633685
2000,0.21052631578947367,38,421,FAILURE,2007,41.0,31.0,0,3.7348330999957398
2000,0.21052631578947367,39,421,FAILURE,2006,45.0,35.0,0,3.729016700061038
2000,0.21052631578947367,40,421,FAILURE,2009,42.0,32.0,0,3.5314878000644967
2000,0.21052631578947367,41,421,FAILURE,2004,42.0,32.0,0,3.6622867999831215
2000,0.21052631578947367,42,421,SUCCESS,220560,3000.0,2990.0,14396,3.906611099955626
2000,0.21052631578947367,43,421,FAILURE,6008,107.0,97.0,0,3.743152500013821
2000,0.21052631578947367,44,421,FAILURE,2004,41.0,31.0,0,3.6159732999512926
2000,0.21052631578947367,45,421,SUCCESS,176217,3000.0,2990.0,11986,3.8457832999993116
2000,0.21052631578947367,46,421,SUCCESS,216434,3000.0,2990.0,14221,3.9394686000887305
2000,0.21052631578947367,47,421,FAILURE,2010,50.0,40.0,0,3.6478511000750586
2000,0.21052631578947367,48,421,FAILURE,2008,41.0,31.0,0,3.483784500043839
2000,0.21052631578947367,49,421,SUCCESS,228553,3000.0,2990.0,15108,3.970098300022073
2000,0.21052631578947367,50,421,FAILURE,2010,41.0,31.0,0,3.58951950003393
2000,0.21052631578947367,51,421,FAILURE,2001,43.0,33.0,0,3.647328899940476
2000,0.21052631578947367,52,421,SUCCESS,206085,3000.0,2990.0,13955,3.742035000002943
2000,0.21052631578947367,53,421,SUCCESS,235297,3000.0,2990.0,15958,3.9000528999604285
2000,0.21052631578947367,54,421,FAILURE,2006,40.0,30.0,0,3.496737299952656
2000,0.21052631578947367,55,421,FAILURE,2004,40.0,30.0,0,3.5361764999106526
2000,0.21052631578947367,56,421,FAILURE,2007,47.0,37.0,0,3.521223000017926
2000,0.21052631578947367,57,421,FAILURE,2002,40.0,30.0,0,3.5263135000132024
2000,0.21052631578947367,58,421,FAILURE,2009,47.0,37.0,0,3.6257303000893444
2000,0.21052631578947367,59,421,SUCCESS,213272,3000.0,2990.0,14642,3.7970298000145704
2000,0.21052631578947367,60,421,FAILURE,2005,40.0,30.0,0,3.5854248999385163
2000,0.21052631578947367,61,421,FAILURE,2007,42.0,32.0,0,3.6845906999660656
2000,0.21052631578947367,62,421,FAILURE,2010,49.0,39.0,0,3.582524900091812
2000,0.21052631578947367,63,421,SUCCESS,166099,3000.0,2990.0,10865,3.799695099936798
2000,0.21052631578947367,64,421,SUCCESS,220500,3000.0,2990.0,14493,3.7560940000694245
2000,0.21052631578947367,65,421,SUCCESS,199734,3000.0,2990.0,13459,3.855346900061704
2000,0.21052631578947367,66,421,FAILURE,2000,42.0,32.0,0,3.6228477000258863
2000,0.21052631578947367,67,421,SUCCESS,152227,3000.0,2990.0,10162,3.847021900000982
2000,0.21052631578947367,68,421,SUCCESS,215363,3000.0,2990.0,14255,3.8704628000268713
2000,0.21052631578947367,69,421,FAILURE,2005,41.0,31.0,0,3.584630599943921
2000,0.21052631578947367,70,421,FAILURE,2006,43.0,33.0,0,3.6007317000767216
2000,0.21052631578947367,71,421,FAILURE,2003,41.0,31.0,0,3.523023199988529
2000,0.21052631578947367,72,421,FAILURE,2004,44.0,34.0,0,3.6298602001043037
2000,0.21052631578947367,73,421,SUCCESS,220483,3000.0,2990.0,14412,3.940613300073892
2000,0.21052631578947367,74,421,SUCCESS,237034,3000.0,2990.0,16049,3.8123814000282437
2000,0.21052631578947367,75,421,SUCCESS,220439,3000.0,2990.0,14794,3.823366399970837
2000,0.21052631578947367,76,421,SUCCESS,220224,3000.0,2990.0,14279,3.765055200085044
2000,0.21052631578947367,77,421,FAILURE,2007,42.0,32.0,0,3.6697021999862045
2000,0.21052631578947367,78,421,SUCCESS,234820,3000.0,2990.0,15897,3.8174511999823153
2000,0.21052631578947367,79,421,SUCCESS,228642,3000.0,2990.0,14941,3.823201500112191
2000,0.21052631578947367,80,421,SUCCESS,228419,3000.0,2990.0,14918,3.9022129999939352
2000,0.21052631578947367,81,421,FAILURE,2003,41.0,31.0,0,3.551655700081028
2000,0.21052631578947367,82,421,FAILURE,2001,37.0,27.0,0,3.579073900007643
2000,0.21052631578947367,83,421,SUCCESS,219716,3000.0,2990.0,14824,3.7906226000050083
2000,0.21052631578947367,84,421,FAILURE,2007,45.0,35.0,0,3.5768391999881715
2000,0.21052631578947367,85,421,SUCCESS,192803,3000.0,2990.0,12893,3.883500500000082
2000,0.21052631578947367,86,421,FAILURE,4022,91.0,81.0,0,3.621831800090149
2000,0.21052631578947367,87,421,SUCCESS,206496,3000.0,2990.0,13958,3.8138861999614164
2000,0.21052631578947367,88,421,FAILURE,2004,45.0,35.0,0,3.664524000021629
2000,0.21052631578947367,89,421,SUCCESS,227613,3000.0,2990.0,15399,3.7913036999525502
2000,0.21052631578947367,90,421,FAILURE,2006,42.0,32.0,0,3.604158899979666
2000,0.21052631578947367,91,421,FAILURE,2010,50.0,40.0,0,3.685840699938126
2000,0.21052631578947367,92,421,SUCCESS,232961,3000.0,2990.0,15903,3.820581499952823
2000,0.21052631578947367,93,421,FAILURE,2002,49.0,39.0,0,3.6218254999257624
2000,0.21052631578947367,94,421,SUCCESS,212239,3000.0,2990.0,14738,3.832142199971713
2000,0.21052631578947367,95,421,SUCCESS,176152,3000.0,2990.0,11963,3.788778900052421
2000,0.21052631578947367,96,421,FAILURE,2005,45.0,35.0,0,3.574933800031431
2000,0.21052631578947367,97,421,FAILURE,2004,41.0,31.0,0,3.535776500008069
2000,0.21052631578947367,98,421,FAILURE,6017,111.0,101.0,0,3.534007800044492
2000,0.21052631578947367,99,421,FAILURE,2006,49.0,39.0,0,3.656427099951543
2000,0.2631578947368421,0,526,FAILURE,2003,47.0,37.0,0,3.6114071001065895
2000,0.2631578947368421,1,526,FAILURE,2009,40.0,30.0,0,3.6068538998952135
2000,0.2631578947368421,2,526,FAILURE,2008,39.0,29.0,0,3.601556699955836
2000,0.2631578947368421,3,526,FAILURE,2007,37.0,27.0,0,3.5366218999261037
2000,0.2631578947368421,4,526,SUCCESS,220969,3000.0,2990.0,14891,3.747113800025545
2000,0.2631578947368421,5,526,FAILURE,2002,43.0,33.0,0,3.5516120999818668
2000,0.2631578947368421,6,526,FAILURE,2009,38.0,28.0,0,3.4890493999700993
2000,0.2631578947368421,7,526,FAILURE,2009,41.0,31.0,0,3.4793645000318065
2000,0.2631578947368421,8,526,FAILURE,2008,48.0,38.0,0,3.6828302000649273
2000,0.2631578947368421,9,526,FAILURE,2006,39.0,29.0,0,3.577043400029652
2000,0.2631578947368421,10,526,FAILURE,2008,36.0,26.0,0,3.5599216000409797
2000,0.2631578947368421,11,526,FAILURE,2009,39.0,29.0,0,3.6240114000393078
2000,0.2631578947368421,12,526,FAILURE,2004,45.0,35.0,0,3.542314099962823
2000,0.2631578947368421,13,526,FAILURE,2005,42.0,32.0,0,3.5667274999432266
2000,0.2631578947368421,14,526,FAILURE,2009,37.0,27.0,0,3.525624500005506
2000,0.2631578947368421,15,526,SUCCESS,234035,3000.0,2990.0,15904,3.7726999000879005
2000,0.2631578947368421,16,526,FAILURE,2005,36.0,26.0,0,3.5269350999733433
2000,0.2631578947368421,17,526,FAILURE,2003,35.0,25.0,0,3.518092899932526
2000,0.2631578947368421,18,526,FAILURE,2008,39.0,29.0,0,3.488146899966523
2000,0.2631578947368421,19,526,FAILURE,2013,39.0,29.0,0,3.6144993000198156
2000,0.2631578947368421,20,526,FAILURE,2005,38.0,28.0,0,3.6932206999044865
2000,0.2631578947368421,21,526,FAILURE,2002,37.0,27.0,0,3.5056680000852793
2000,0.2631578947368421,22,526,FAILURE,2006,46.0,36.0,0,3.5967501000268385
2000,0.2631578947368421,23,526,FAILURE,2004,34.0,24.0,0,3.5012955999700353
2000,0.2631578947368421,24,526,SUCCESS,220214,3000.0,2990.0,14254,3.754479099996388
2000,0.2631578947368421,25,526,SUCCESS,192544,3000.0,2990.0,12387,3.90589379996527
2000,0.2631578947368421,26,526,FAILURE,2004,40.0,30.0,0,3.530161099974066
2000,0.2631578947368421,27,526,SUCCESS,186443,3000.0,2990.0,12293,3.800468700006604
2000,0.2631578947368421,28,526,FAILURE,2003,40.0,30.0,0,3.50685240002349
2000,0.2631578947368421,29,526,FAILURE,2010,42.0,32.0,0,3.491681099985726
2000,0.2631578947368421,30,526,FAILURE,2008,41.0,31.0,0,3.4490480000386015
2000,0.2631578947368421,31,526,FAILURE,2011,40.0,30.0,0,3.530341799953021
2000,0.2631578947368421,32,526,SUCCESS,236731,3000.0,2990.0,16067,3.746154199936427
2000,0.2631578947368421,33,526,SUCCESS,237090,3000.0,2990.0,16105,3.777285199961625
2000,0.2631578947368421,34,526,FAILURE,2008,36.0,26.0,0,3.5765045000007376
2000,0.2631578947368421,35,526,FAILURE,2009,38.0,28.0,0,3.5839507000055164
2000,0.2631578947368421,36,526,FAILURE,2002,41.0,31.0,0,3.562093200045638
2000,0.2631578947368421,37,526,FAILURE,2006,37.0,27.0,0,3.5721619999967515
2000,0.2631578947368421,38,526,FAILURE,2008,41.0,31.0,0,3.5736410000827163
2000,0.2631578947368421,39,526,FAILURE,4019,80.0,70.0,0,3.580937199993059
2000,0.2631578947368421,40,526,FAILURE,2012,41.0,31.0,0,3.472165400045924
2000,0.2631578947368421,41,526,FAILURE,2009,36.0,26.0,0,3.566766500007361
2000,0.2631578947368421,42,526,FAILURE,2008,39.0,29.0,0,3.4354703000281006
2000,0.2631578947368421,43,526,FAILURE,2008,38.0,28.0,0,3.5411843999754637
2000,0.2631578947368421,44,526,FAILURE,2007,37.0,27.0,0,3.5658058000262827
2000,0.2631578947368421,45,526,FAILURE,2003,39.0,29.0,0,3.504366899956949
2000,0.2631578947368421,46,526,FAILURE,2007,42.0,32.0,0,3.59554550005123
2000,0.2631578947368421,47,526,FAILURE,2006,45.0,35.0,0,3.511242000036873
2000,0.2631578947368421,48,526,FAILURE,2008,38.0,28.0,0,3.543371199979447
2000,0.2631578947368421,49,526,FAILURE,2010,44.0,34.0,0,3.552089700009674
2000,0.2631578947368421,50,526,FAILURE,2007,37.0,27.0,0,3.5692507000640035
2000,0.2631578947368421,51,526,FAILURE,2006,43.0,33.0,0,3.5636834000470117
2000,0.2631578947368421,52,526,FAILURE,2003,41.0,31.0,0,3.552795800031163
2000,0.2631578947368421,53,526,FAILURE,2012,35.0,25.0,0,3.580521499970928
2000,0.2631578947368421,54,526,FAILURE,2009,37.0,27.0,0,3.4677287000231445
2000,0.2631578947368421,55,526,FAILURE,2010,38.0,28.0,0,3.618731900001876
2000,0.2631578947368421,56,526,FAILURE,2013,45.0,35.0,0,3.547379399999045
2000,0.2631578947368421,57,526,FAILURE,2006,38.0,28.0,0,3.4938768999418244
2000,0.2631578947368421,58,526,FAILURE,2009,42.0,32.0,0,3.5750240999041125
2000,0.2631578947368421,59,526,SUCCESS,200457,3000.0,2990.0,13691,3.7927667000330985
2000,0.2631578947368421,60,526,FAILURE,2007,40.0,30.0,0,3.5080565001117066
2000,0.2631578947368421,61,526,FAILURE,2002,37.0,27.0,0,3.577533899922855
2000,0.2631578947368421,62,526,FAILURE,2009,38.0,28.0,0,3.534485400072299
2000,0.2631578947368421,63,526,FAILURE,4017,78.0,68.0,0,3.5563596000429243
2000,0.2631578947368421,64,526,FAILURE,2008,38.0,28.0,0,3.5094077999237925
2000,0.2631578947368421,65,526,FAILURE,2010,40.0,30.0,0,3.5421940999804065
2000,0.2631578947368421,66,526,FAILURE,2006,39.0,29.0,0,3.4667028000112623
2000,0.2631578947368421,67,526,FAILURE,2011,38.0,28.0,0,3.5195267000235617
2000,0.2631578947368421,68,526,FAILURE,2003,43.0,33.0,0,3.6127031999640167
2000,0.2631578947368421,69,526,FAILURE,2006,40.0,30.0,0,3.5841441999655217
2000,0.2631578947368421,70,526,FAILURE,2006,39.0,29.0,0,3.481227699900046
2000,0.2631578947368421,71,526,FAILURE,2007,39.0,29.0,0,3.5543710999190807
2000,0.2631578947368421,72,526,FAILURE,2010,42.0,32.0,0,3.4767859999556094
2000,0.2631578947368421,73,526,FAILURE,2008,41.0,31.0,0,3.592989300028421
2000,0.2631578947368421,74,526,FAILURE,2015,51.0,41.0,0,3.6547864000312984
2000,0.2631578947368421,75,526,FAILURE,2012,43.0,33.0,0,3.5916520999744534
2000,0.2631578947368421,76,526,SUCCESS,220279,3000.0,2990.0,14249,3.771970900008455
2000,0.2631578947368421,77,526,FAILURE,2009,37.0,27.0,0,3.695496700005606
2000,0.2631578947368421,78,526,SUCCESS,206193,3000.0,2990.0,14005,4.020800799946301
2000,0.2631578947368421,79,526,FAILURE,2006,40.0,30.0,0,3.51827040000353
2000,0.2631578947368421,80,526,FAILURE,2012,38.0,28.0,0,3.466324899927713
2000,0.2631578947368421,81,526,FAILURE,5901,102.0,92.0,0,3.5533571999985725
2000,0.2631578947368421,82,526,FAILURE,2004,36.0,26.0,0,3.4843634999124333
2000,0.2631578947368421,83,526,FAILURE,2002,44.0,34.0,0,3.481153200031258
2000,0.2631578947368421,84,526,FAILURE,2006,40.0,30.0,0,3.515652999980375
2000,0.2631578947368421,85,526,FAILURE,2010,37.0,27.0,0,3.585243000066839
2000,0.2631578947368421,86,526,FAILURE,2008,37.0,27.0,0,3.4822225999087095
2000,0.2631578947368421,87,526,FAILURE,2009,39.0,29.0,0,3.5644355000695214
2000,0.2631578947368421,88,526,FAILURE,2005,42.0,32.0,0,3.5943920999998227
2000,0.2631578947368421,89,526,SUCCESS,220762,3000.0,2990.0,14602,3.7816349000204355
2000,0.2631578947368421,90,526,FAILURE,2008,38.0,28.0,0,3.4805107000283897
2000,0.2631578947368421,91,526,FAILURE,2007,42.0,32.0,0,3.6813220001058653
2000,0.2631578947368421,92,526,FAILURE,2006,41.0,31.0,0,3.6228028999175876
2000,0.2631578947368421,93,526,FAILURE,2006,44.0,34.0,0,3.5663504999829456
2000,0.2631578947368421,94,526,SUCCESS,212877,3000.0,2990.0,14669,3.9215480000711977
2000,0.2631578947368421,95,526,FAILURE,2005,42.0,32.0,0,3.858775500091724
2000,0.2631578947368421,96,526,FAILURE,2009,40.0,30.0,0,3.58331699995324
2000,0.2631578947368421,97,526,FAILURE,2005,38.0,28.0,0,3.585275400080718
2000,0.2631578947368421,98,526,FAILURE,2011,40.0,30.0,0,3.5968202999792993
2000,0.2631578947368421,99,526,FAILURE,2004,44.0,34.0,0,3.535496599972248
