feature,success_mean,failure_mean,difference
active_shortcut_fraction,0.8666666666666667,0.5428571428571428,0.3238095238095239
total_activation_events,8.266666666666667,1.0857142857142856,7.180952380952382
active_toward_shortcuts,1.2666666666666666,0.08571428571428572,1.180952380952381
active_away_shortcuts,0.4666666666666667,0.9714285714285714,-0.5047619047619047
toward_activation_events,6.466666666666667,0.08571428571428572,6.380952380952381
away_activation_events,1.8,0.9714285714285714,0.8285714285714286
activation_orientation_balance,4.666666666666667,-0.8857142857142857,5.552380952380952
